id,price
0,494.693
1,2237.6135
2,9889.469
3,622.828
4,8816.224
5,2246.2373
6,1018.34546
7,10698.325
8,905.263
9,547.7638
10,10513.089
11,15764.653
12,4099.496
13,3628.345
14,3146.7764
15,695.94196
16,17800.512
17,3450.7349
18,3033.059
19,8353.361
20,7925.4136
21,15839.921
22,4660.3037
23,4956.229
24,2951.3906
25,6855.3994
26,6521.246
27,1114.0306
28,957.21454
29,4527.685
30,9598.259
31,627.00836
32,4965.7603
33,1827.017
34,2041.4894
35,708.4633
36,1891.4937
37,7523.5396
38,4120.058
39,16372.71
40,1938.8712
41,720.2645
42,584.3909
43,1150.2711
44,537.1016
45,7636.747
46,15620.074
47,10430.463
48,667.34937
49,620.8367
50,10282.083
51,3095.4426
52,2724.9846
53,3835.266
54,4818.9976
55,2136.707
56,4464.789
57,1417.8085
58,9857.957
59,760.8699
60,5349.976
61,4617.881
62,673.39026
63,3537.5806
64,4933.4526
65,6467.9146
66,9903.034
67,2226.3052
68,8005.1167
69,4739.89
70,10098.858
71,6509.0786
72,4886.48
73,4470.5034
74,1486.6033
75,3273.4675
76,3895.7593
77,4184.4414
78,518.3856
79,917.46484
80,852.7085
81,2058.6824
82,549.39777
83,3567.8916
84,3289.5972
85,5604.1265
86,3496.419
87,2352.5242
88,1225.2571
89,4302.9277
90,1663.1909
91,714.4037
92,533.0243
93,8204.199
94,596.47754
95,872.14105
96,4277.1787
97,5656.7275
98,2910.608
99,5355.552
100,2241.4407
101,3733.6282
102,10835.485
103,789.82
104,4966.408
105,830.228
106,683.05554
107,6496.7554
108,763.29645
109,3531.7107
110,1003.133
111,4803.829
112,784.71643
113,864.1082
114,1647.8105
115,480.02753
116,806.25287
117,695.9215
118,4544.0854
119,2079.6294
120,1459.8972
121,1194.0145
122,1096.5033
123,13514.009
124,581.1571
125,529.7138
126,3396.8015
127,4078.2078
128,1237.7483
129,11674.164
130,726.26495
131,12290.143
132,9452.493
133,1088.6346
134,2854.2773
135,1664.0538
136,4948.865
137,1548.4575
138,3473.463
139,1346.4865
140,860.15894
141,5268.075
142,707.76324
143,568.2587
144,4964.163
145,1055.8656
146,6508.603
147,7528.255
148,4582.9
149,16081.015
150,3915.1233
151,3616.4966
152,2941.7039
153,618.52545
154,13337.825
155,5194.7563
156,560.05347
157,722.04846
158,1870.4655
159,788.0805
160,629.8618
161,2844.2551
162,10215.354
163,1578.8031
164,6879.069
165,11072.83
166,4951.3823
167,3015.1672
168,501.72025
169,1022.2127
170,476.12164
171,3762.9006
172,964.05505
173,1154.9447
174,1623.3911
175,3314.7297
176,1925.824
177,9473.172
178,596.874
179,4448.983
180,529.48804
181,1633.2258
182,9793.992
183,868.87933
184,15601.618
185,4660.572
186,2674.85
187,2350.732
188,729.4698
189,8487.814
190,6317.389
191,2687.727
192,5853.2144
193,2636.0127
194,892.28046
195,3449.0625
196,528.12103
197,3634.8816
198,500.56085
199,1002.70294
200,4256.6743
201,6429.3726
202,4595.3325
203,13307.417
204,1984.8676
205,1072.2986
206,1202.3444
207,695.45087
208,2718.6711
209,1266.9231
210,1578.6295
211,2395.479
212,2407.793
213,1610.2787
214,1507.7584
215,3534.9106
216,991.06775
217,621.41345
218,1353.0316
219,2862.9705
220,1761.172
221,4425.3745
222,2982.2937
223,619.13666
224,3012.2217
225,1734.3058
226,753.88477
227,910.8078
228,5638.3657
229,2610.3018
230,1981.4501
231,16609.082
232,5765.5303
233,959.6124
234,1793.3827
235,3540.9075
236,14677.701
237,4353.1
238,1160.984
239,897.601
240,4256.363
241,3382.1785
242,4086.4866
243,9690.9795
244,18143.28
245,5543.5786
246,2097.568
247,2256.6953
248,1161.8386
249,824.8828
250,2756.0244
251,3224.8718
252,1786.8135
253,3075.9822
254,786.32855
255,1604.128
256,738.6601
257,545.196
258,586.7487
259,3995.7612
260,1598.2997
261,2506.1123
262,1271.5009
263,14920.772
264,15163.328
265,6105.2646
266,5717.9497
267,452.3486
268,1819.7803
269,2508.09
270,749.12775
271,999.4686
272,5688.2236
273,1907.4286
274,1079.3706
275,1133.4757
276,964.41174
277,2630.7388
278,680.9294
279,6599.9595
280,6204.3247
281,1564.6234
282,2506.6348
283,8947.58
284,2369.0847
285,5335.3096
286,4882.935
287,3342.577
288,9113.784
289,1081.0153
290,736.18115
291,11616.089
292,776.505
293,475.31912
294,754.0627
295,10417.239
296,4504.2803
297,1963.1564
298,1139.4552
299,3015.3647
300,6204.263
301,2406.6646
302,902.4212
303,15079.701
304,10643.508
305,739.08203
306,1815.5916
307,5513.429
308,3184.6257
309,1361.3965
310,16789.508
311,4491.5845
312,648.41016
313,1756.5973
314,747.75854
315,14622.728
316,2014.2218
317,1893.6185
318,8446.548
319,5105.404
320,4150.901
321,2428.0183
322,5024.5293
323,1985.1627
324,2411.0486
325,14014.357
326,9115.224
327,1257.8969
328,8317.22
329,4607.2705
330,567.0922
331,1129.8291
332,1091.658
333,13176.177
334,678.0106
335,623.1543
336,568.26306
337,4797.86
338,4374.992
339,4110.0225
340,1357.5199
341,1418.7223
342,2082.3286
343,2245.4106
344,2200.3613
345,5159.4614
346,1218.3304
347,610.71045
348,8488.02
349,11271.289
350,6554.0264
351,10020.823
352,793.3788
353,1115.4486
354,2179.227
355,506.49863
356,11904.676
357,712.06274
358,2695.5688
359,12813.756
360,2500.4883
361,2488.6575
362,716.8704
363,13935.68
364,7234.181
365,6618.808
366,16047.802
367,4041.218
368,6389.1484
369,1911.288
370,1577.4375
371,7940.1875
372,1876.2723
373,17391.137
374,498.99942
375,6868.7837
376,4423.6587
377,7231.4697
378,8964.033
379,855.6123
380,5592.4863
381,803.3689
382,850.62683
383,4047.8118
384,1196.1906
385,9321.222
386,1629.8757
387,1121.6329
388,843.28375
389,498.69476
390,520.13293
391,767.842
392,4030.4695
393,12691.426
394,16048.929
395,3132.9114
396,2769.4497
397,3664.9895
398,4186.2764
399,2895.5955
400,6763.3765
401,4230.756
402,1918.8691
403,799.9954
404,5343.645
405,2767.629
406,3945.1743
407,1151.8193
408,6394.8354
409,913.528
410,3844.1992
411,13919.958
412,2492.1228
413,4400.472
414,1412.4318
415,1233.1946
416,631.2504
417,10227.578
418,3661.0183
419,1710.4877
420,1013.8272
421,10288.839
422,6460.4814
423,2575.4285
424,2344.5276
425,1413.2175
426,10384.874
427,7693.5664
428,10007.616
429,827.26636
430,988.6517
431,1180.3403
432,12119.027
433,9139.786
434,1215.4808
435,7150.071
436,9192.542
437,8827.369
438,6413.2886
439,2482.0496
440,4804.7812
441,792.95325
442,1595.1305
443,15575.116
444,611.5018
445,14254.416
446,3564.8342
447,4386.454
448,1003.87195
449,846.4733
450,1880.2
451,1460.6252
452,751.9519
453,3930.1016
454,16108.704
455,749.3824
456,781.3161
457,945.84283
458,4236.7417
459,8591.798
460,669.6952
461,6422.404
462,13510.576
463,6788.163
464,3152.6482
465,16241.246
466,1411.6921
467,1072.1986
468,2938.651
469,11665.289
470,3125.2378
471,12392.862
472,1628.3872
473,14971.894
474,4873.3833
475,1334.1342
476,4103.6724
477,7889.7085
478,4355.4004
479,10142.055
480,6757.094
481,4258.385
482,6111.7056
483,793.5563
484,8588.521
485,10013.4375
486,924.0152
487,14144.171
488,3080.5803
489,401.48743
490,1030.9911
491,4363.992
492,9720.764
493,3384.5916
494,1027.4495
495,533.86145
496,1121.4478
497,2186.652
498,1138.4415
499,560.2308
500,2195.2073
501,922.0653
502,874.3768
503,1153.2034
504,947.5679
505,797.8659
506,7651.006
507,4171.656
508,6790.66
509,3712.7888
510,5127.898
511,2937.1794
512,1626.0632
513,2175.2234
514,11382.14
515,6792.6787
516,4559.673
517,3306.148
518,2901.8474
519,860.3514
520,669.557
521,14934.25
522,3061.797
523,2747.0957
524,4070.3257
525,517.44196
526,1170.653
527,3517.284
528,1743.0447
529,956.9764
530,1487.8176
531,660.5184
532,1007.747
533,891.2897
534,15991.24
535,773.7575
536,3116.5256
537,7485.5
538,1179.1576
539,7172.198
540,655.03064
541,591.5161
542,7297.4595
543,1504.6075
544,1285.572
545,12431.284
546,910.41254
547,1899.1418
548,1443.605
549,2015.3645
550,523.636
551,12759.986
552,480.96265
553,1034.4299
554,1184.1063
555,1997.8094
556,616.7425
557,495.50565
558,1321.4102
559,1120.8817
560,549.57245
561,1104.5753
562,2855.8457
563,624.0649
564,3622.1343
565,855.77435
566,4965.3022
567,1366.5347
568,12966.538
569,8948.985
570,6064.198
571,527.79333
572,3906.5828
573,5573.5093
574,15767.387
575,9659.26
576,1033.7053
577,8350.761
578,1758.2369
579,825.2328
580,6335.5435
581,1058.7499
582,6610.879
583,5733.2227
584,5638.3384
585,4837.423
586,2318.9194
587,622.9021
588,5507.2974
589,1572.4324
590,6129.156
591,4521.831
592,6304.2866
593,3009.6104
594,1709.8479
595,3808.4749
596,2160.7761
597,740.6687
598,1058.4366
599,4784.0986
600,8481.07
601,7134.42
602,2551.0737
603,1847.5137
604,5156.5376
605,2462.252
606,3888.7412
607,4552.894
608,4354.055
609,779.89417
610,1016.58563
611,581.24493
612,789.7526
613,3388.6772
614,3125.6956
615,1822.4896
616,17781.105
617,5331.636
618,922.8817
619,2459.4429
620,14583.568
621,4445.9854
622,889.2309
623,3227.8467
624,2329.3638
625,624.4305
626,2572.4514
627,6456.129
628,9152.79
629,693.7216
630,6351.7754
631,761.0848
632,833.5887
633,3858.2966
634,15986.629
635,801.1036
636,2430.758
637,15735.116
638,12790.628
639,2004.6521
640,8613.3955
641,875.3012
642,4921.451
643,2194.0366
644,5335.7617
645,1159.6168
